model,condition,intensity,n_images,runtime_seconds,map_50,map_50_95,pedestrian,rider,car,truck,bus,train,motorcycle,bicycle,traffic light,traffic sign
yolov8s,fog_heavy,heavy,10000,1845.4,0.1155,0.0688,0.1005,0.0000,0.2141,0.1182,0.1423,0.0001,0.0241,0.0422,0.0323,0.0144
