model,condition,intensity,n_images,runtime_seconds,map_50,map_50_95,pedestrian,rider,car,truck,bus,train,motorcycle,bicycle,traffic light,traffic sign
yolov8m,rain_medium,medium,10000,1769.1,0.1473,0.0835,0.1332,0.0000,0.2306,0.1488,0.1664,0.0012,0.0361,0.0522,0.0514,0.0157
