model,condition,intensity,n_images,runtime_seconds,map_50,map_50_95,pedestrian,rider,car,truck,bus,train,motorcycle,bicycle,traffic light,traffic sign
yolov8s,rain_heavy,heavy,10000,1017.4,0.0528,0.0274,0.0530,0.0000,0.1017,0.0402,0.0316,0.0001,0.0056,0.0142,0.0200,0.0079
